concept_id,year,state_var,cdc_var,is_primary,source,score,notes,unverified
ACEDEPRS,2012,,ACEDEPRS,1,cdc_seed,,,1
ACEDIVRC,2012,,ACEDIVRC,1,cdc_seed,,,1
ACEDRINK,2012,,ACEDRINK,1,cdc_seed,,,1
ACEDRUGS,2012,,ACEDRUGS,1,cdc_seed,,,1
ACEHURT,2012,,ACEHURT,1,cdc_seed,,,1
ACEHVSEX,2012,,ACEHVSEX,1,cdc_seed,,,1
ACEPRISN,2012,,ACEPRISN,1,cdc_seed,,,1
ACEPUNCH,2012,,ACEPUNCH,1,cdc_seed,,,1
ACESWEAR,2012,,ACESWEAR,1,cdc_seed,,,1
ACETOUCH,2012,,ACETOUCH,1,cdc_seed,,,1
ACETTHEM,2012,,ACETTHEM,1,cdc_seed,,,1
ADDEPEV2,2012,,ADDEPEV2,1,cdc_seed,,,1
ADLTCHLD,2012,,ADLTCHLD,1,cdc_seed,,,1
AGE,2012,,AGE,1,cdc_seed,,,1
ALCDAY5,2012,,ALCDAY5,1,cdc_seed,,,1
ASACTLIM,2012,,ASACTLIM,1,cdc_seed,,,1
ASATTACK,2012,,ASATTACK,1,cdc_seed,,,1
ASDRVIST,2012,,ASDRVIST,1,cdc_seed,,,1
ASERVIST,2012,,ASERVIST,1,cdc_seed,,,1
ASINHALR,2012,,ASINHALR,1,cdc_seed,,,1
ASNOSLEP,2012,,ASNOSLEP,1,cdc_seed,,,1
ASRCHKUP,2012,,ASRCHKUP,1,cdc_seed,,,1
ASTHMA3,2012,,ASTHMA3,1,cdc_seed,,,1
ASTHMAGE,2012,,ASTHMAGE,1,cdc_seed,,,1
ASTHMED3,2012,,ASTHMED3,1,cdc_seed,,,1
ASTHNOW,2012,,ASTHNOW,1,cdc_seed,,,1
ASYMPTOM,2012,,ASYMPTOM,1,cdc_seed,,,1
AVEDRNK2,2012,,AVEDRNK2,1,cdc_seed,,,1
BLDSTOOL,2012,,BLDSTOOL,1,cdc_seed,,,1
BLDSUGAR,2012,,BLDSUGAR,1,cdc_seed,,,1
CALLBACK,2012,,CALLBACK,1,cdc_seed,,,1
CASTHDX2,2012,,CASTHDX2,1,cdc_seed,,,1
CASTHNO2,2012,,CASTHNO2,1,cdc_seed,,,1
CCLGHOUS,2012,,CCLGHOUS,1,cdc_seed,,,1
CELLFON2,2012,,CELLFON2,1,cdc_seed,,,1
CHCCOPD1,2012,,CHCCOPD1,1,cdc_seed,,,1
CHCKIDNY,2012,,CHCKIDNY,1,cdc_seed,,,1
CHCOCNCR,2012,,CHCOCNCR,1,cdc_seed,,,1
CHCSCNCR,2012,,CHCSCNCR,1,cdc_seed,,,1
CHCVISN1,2012,,CHCVISN1,1,cdc_seed,,,1
CHECKUP1,2012,,CHECKUP1,1,cdc_seed,,,1
CHILDAGE,2012,,CHILDAGE,1,cdc_seed,,,1
CHILDREN,2012,,CHILDREN,1,cdc_seed,,,1
CHKHEMO3,2012,,CHKHEMO3,1,cdc_seed,,,1
CNCRAGE,2012,,CNCRAGE,1,cdc_seed,,,1
CNCRDIFF,2012,,CNCRDIFF,1,cdc_seed,,,1
CNCRTYP1,2012,,CNCRTYP1,1,cdc_seed,,,1
COLGHOUS,2012,,COLGHOUS,1,cdc_seed,,,1
COPDDOC,2012,,COPDDOC,1,cdc_seed,,,1
COPDHOSP,2012,,COPDHOSP,1,cdc_seed,,,1
COPDMEDS,2012,,COPDMEDS,1,cdc_seed,,,1
COPDQOL,2012,,COPDQOL,1,cdc_seed,,,1
COPDTEST,2012,,COPDTEST,1,cdc_seed,,,1
CPDEMO1,2012,,CPDEMO1,1,cdc_seed,,,1
CPDEMO4,2012,,CPDEMO4,1,cdc_seed,,,1
CRACEASC,2012,,CRACEASC,1,cdc_seed,,,1
CRACEORG,2012,,CRACEORG,1,cdc_seed,,,1
CSRVCLIN,2012,,CSRVCLIN,1,cdc_seed,,,1
CSRVCTL1,2012,,CSRVCTL1,1,cdc_seed,,,1
CSRVDEIN,2012,,CSRVDEIN,1,cdc_seed,,,1
CSRVDOC1,2012,,CSRVDOC1,1,cdc_seed,,,1
CSRVINSR,2012,,CSRVINSR,1,cdc_seed,,,1
CSRVINST,2012,,CSRVINST,1,cdc_seed,,,1
CSRVPAIN,2012,,CSRVPAIN,1,cdc_seed,,,1
CSRVRTRN,2012,,CSRVRTRN,1,cdc_seed,,,1
CSRVSUM,2012,,CSRVSUM,1,cdc_seed,,,1
CSRVTRT1,2012,,CSRVTRT1,1,cdc_seed,,,1
CSTATE,2012,,CSTATE,1,cdc_seed,,,1
CTELENUM,2012,,CTELENUM,1,cdc_seed,,,1
CTELNUM1,2012,,CTELNUM1,1,cdc_seed,,,1
CTYCODE1,2012,,CTYCODE1,1,cdc_seed,,,1
CVDCRHD4,2012,,CVDCRHD4,1,cdc_seed,,,1
CVDINFR4,2012,,CVDINFR4,1,cdc_seed,,,1
CVDSTRK3,2012,,CVDSTRK3,1,cdc_seed,,,1
DIABAGE2,2012,,DIABAGE2,1,cdc_seed,,,1
DIABEDU,2012,,DIABEDU,1,cdc_seed,,,1
DIABETE3,2012,,DIABETE3,1,cdc_seed,,,1
DIABEYE,2012,,DIABEYE,1,cdc_seed,,,1
DIRCONT1,2012,,DIRCONT1,1,cdc_seed,,,1
DISPCODE,2012,,DISPCODE,1,cdc_seed,,,1
DOCTDIAB,2012,,DOCTDIAB,1,cdc_seed,,,1
DRHPAD1,2012,,DRHPAD1,1,cdc_seed,,,1
DRNK3GE5,2012,,DRNK3GE5,1,cdc_seed,,,1
DRNKANY5,2012,,DRNKANY5,1,cdc_seed,,,1
DRNKDRI2,2012,,DRNKDRI2,1,cdc_seed,,,1
DROCDY3_,2012,,DROCDY3_,1,cdc_seed,,,1
EDUCA,2012,,EDUCA,1,cdc_seed,,,1
EMPLOY,2012,,EMPLOY,1,cdc_seed,,,1
EMTSUPRT,2012,,EMTSUPRT,1,cdc_seed,,,1
EXERANY2,2012,,EXERANY2,1,cdc_seed,,,1
EYEEXAM,2012,,EYEEXAM,1,cdc_seed,,,1
FALL12MN,2012,,FALL12MN,1,cdc_seed,,,1
FALLINJ2,2012,,FALLINJ2,1,cdc_seed,,,1
FEETCHK,2012,,FEETCHK,1,cdc_seed,,,1
FEETCHK2,2012,,FEETCHK2,1,cdc_seed,,,1
FLSHTMY2,2012,,FLSHTMY2,1,cdc_seed,,,1
FLUSHCH2,2012,,FLUSHCH2,1,cdc_seed,,,1
FLUSHOT5,2012,,FLUSHOT5,1,cdc_seed,,,1
FMONTH,2012,,FMONTH,1,cdc_seed,,,1
FRUIT1,2012,,FRUIT1,1,cdc_seed,,,1
FRUITJU1,2012,,FRUITJU1,1,cdc_seed,,,1
FVBEANS,2012,,FVBEANS,1,cdc_seed,,,1
FVGREEN,2012,,FVGREEN,1,cdc_seed,,,1
FVORANG,2012,,FVORANG,1,cdc_seed,,,1
GENHLTH,2012,,GENHLTH,1,cdc_seed,,,1
GP3DYFD1,2012,,GP3DYFD1,1,cdc_seed,,,1
GP3DYPRS,2012,,GP3DYPRS,1,cdc_seed,,,1
GP3DYWTR,2012,,GP3DYWTR,1,cdc_seed,,,1
GPBATRAD,2012,,GPBATRAD,1,cdc_seed,,,1
GPEMRCM1,2012,,GPEMRCM1,1,cdc_seed,,,1
GPEMRIN1,2012,,GPEMRIN1,1,cdc_seed,,,1
GPFLSLIT,2012,,GPFLSLIT,1,cdc_seed,,,1
GPMNDEVC,2012,,GPMNDEVC,1,cdc_seed,,,1
GPNOTEV1,2012,,GPNOTEV1,1,cdc_seed,,,1
GPVACPL1,2012,,GPVACPL1,1,cdc_seed,,,1
GPWELPR3,2012,,GPWELPR3,1,cdc_seed,,,1
HADHYST2,2012,,HADHYST2,1,cdc_seed,,,1
HADMAM,2012,,HADMAM,1,cdc_seed,,,1
HADPAP2,2012,,HADPAP2,1,cdc_seed,,,1
HADSGCO1,2012,,HADSGCO1,1,cdc_seed,,,1
HADSIGM3,2012,,HADSIGM3,1,cdc_seed,,,1
HAVARTH3,2012,,HAVARTH3,1,cdc_seed,,,1
HAVHPAD,2012,,HAVHPAD,1,cdc_seed,,,1
HEIGHT3,2012,,HEIGHT3,1,cdc_seed,,,1
HISPANC2,2012,,HISPANC2,1,cdc_seed,,,1
HIVRDTST,2012,,HIVRDTST,1,cdc_seed,,,1
HIVRISK3,2012,,HIVRISK3,1,cdc_seed,,,1
HIVTST6,2012,,HIVTST6,1,cdc_seed,,,1
HIVTSTD3,2012,,HIVTSTD3,1,cdc_seed,,,1
HLTHPLN1,2012,,HLTHPLN1,1,cdc_seed,,,1
HOWLONG,2012,,HOWLONG,1,cdc_seed,,,1
HPVADSHT,2012,,HPVADSHT,1,cdc_seed,,,1
HPVADVC2,2012,,HPVADVC2,1,cdc_seed,,,1
HTIN4,2012,,HTIN4,1,cdc_seed,,,1
HTM4,2012,,HTM4,1,cdc_seed,,,1
IDATE,2012,,IDATE,1,cdc_seed,,,1
IDAY,2012,,IDAY,1,cdc_seed,,,1
IMFVPLAC,2012,,IMFVPLAC,1,cdc_seed,,,1
IMONTH,2012,,IMONTH,1,cdc_seed,,,1
INCOME2,2012,,INCOME2,1,cdc_seed,,,1
INSULIN,2012,,INSULIN,1,cdc_seed,,,1
IYEAR,2012,,IYEAR,1,cdc_seed,,,1
LADULT,2012,,LADULT,1,cdc_seed,,,1
LANDLINE,2012,,LANDLINE,1,cdc_seed,,,1
LASTDEN3,2012,,LASTDEN3,1,cdc_seed,,,1
LASTPAP2,2012,,LASTPAP2,1,cdc_seed,,,1
LASTSIG3,2012,,LASTSIG3,1,cdc_seed,,,1
LASTSMK2,2012,,LASTSMK2,1,cdc_seed,,,1
LENGEXAM,2012,,LENGEXAM,1,cdc_seed,,,1
LSTBLDS3,2012,,LSTBLDS3,1,cdc_seed,,,1
MARITAL,2012,,MARITAL,1,cdc_seed,,,1
MAXDRNKS,2012,,MAXDRNKS,1,cdc_seed,,,1
MEDCOST,2012,,MEDCOST,1,cdc_seed,,,1
MENTHLTH,2012,,MENTHLTH,1,cdc_seed,,,1
MISDEPRD,2012,,MISDEPRD,1,cdc_seed,,,1
MISEFFRT,2012,,MISEFFRT,1,cdc_seed,,,1
MISHOPLS,2012,,MISHOPLS,1,cdc_seed,,,1
MISNERVS,2012,,MISNERVS,1,cdc_seed,,,1
MISNOWRK,2012,,MISNOWRK,1,cdc_seed,,,1
MISPHLPF,2012,,MISPHLPF,1,cdc_seed,,,1
MISRSTLS,2012,,MISRSTLS,1,cdc_seed,,,1
MISTMNT,2012,,MISTMNT,1,cdc_seed,,,1
MISTRHLP,2012,,MISTRHLP,1,cdc_seed,,,1
MISWTLES,2012,,MISWTLES,1,cdc_seed,,,1
MRACE,2012,,MRACE,1,cdc_seed,,,1
MRACEASC,2012,,MRACEASC,1,cdc_seed,,,1
MRACEORG,2012,,MRACEORG,1,cdc_seed,,,1
MSCODE,2012,,MSCODE,1,cdc_seed,,,1
NATTMPTS,2012,,NATTMPTS,1,cdc_seed,,,1
NRECSEL,2012,,NRECSEL,1,cdc_seed,,,1
NRECSTR,2012,,NRECSTR,1,cdc_seed,,,1
NUMADULT,2012,,NUMADULT,1,cdc_seed,,,1
NUMBURN2,2012,,NUMBURN2,1,cdc_seed,,,1
NUMHHOL2,2012,,NUMHHOL2,1,cdc_seed,,,1
NUMMEN,2012,,NUMMEN,1,cdc_seed,,,1
NUMPHON2,2012,,NUMPHON2,1,cdc_seed,,,1
NUMWOMEN,2012,,NUMWOMEN,1,cdc_seed,,,1
ORACE2,2012,,ORACE2,1,cdc_seed,,,1
O_STATE,2012,,O_STATE,1,cdc_seed,,,1
PAINACT2,2012,,PAINACT2,1,cdc_seed,,,1
PCDMDECN,2012,,PCDMDECN,1,cdc_seed,,,1
PCPSAAD1,2012,,PCPSAAD1,1,cdc_seed,,,1
PCPSADEC,2012,,PCPSADEC,1,cdc_seed,,,1
PCPSADI1,2012,,PCPSADI1,1,cdc_seed,,,1
PCPSARE1,2012,,PCPSARE1,1,cdc_seed,,,1
PCPSARS1,2012,,PCPSARS1,1,cdc_seed,,,1
PCTCELL,2012,,PCTCELL,1,cdc_seed,,,1
PDIABTST,2012,,PDIABTST,1,cdc_seed,,,1
PERSDOC2,2012,,PERSDOC2,1,cdc_seed,,,1
PHYSHLTH,2012,,PHYSHLTH,1,cdc_seed,,,1
PNEUVAC3,2012,,PNEUVAC3,1,cdc_seed,,,1
POORHLTH,2012,,POORHLTH,1,cdc_seed,,,1
PRECALL,2012,,PRECALL,1,cdc_seed,,,1
PREDIAB1,2012,,PREDIAB1,1,cdc_seed,,,1
PROFEXAM,2012,,PROFEXAM,1,cdc_seed,,,1
PSATEST1,2012,,PSATEST1,1,cdc_seed,,,1
PSATIME,2012,,PSATIME,1,cdc_seed,,,1
PVTRESD2,2012,,PVTRESD2,1,cdc_seed,,,1
QLACTLM2,2012,,QLACTLM2,1,cdc_seed,,,1
QLHLTH2,2012,,QLHLTH2,1,cdc_seed,,,1
QLMENTL2,2012,,QLMENTL2,1,cdc_seed,,,1
QLREST2,2012,,QLREST2,1,cdc_seed,,,1
QLSTRES2,2012,,QLSTRES2,1,cdc_seed,,,1
QSTLANG,2012,,QSTLANG,1,cdc_seed,,,1
QSTVER,2012,,QSTVER,1,cdc_seed,,,1
RACE2,2012,,RACE2,1,cdc_seed,,,1
RCHISLAT,2012,,RCHISLAT,1,cdc_seed,,,1
RCSBIRTH,2012,,RCSBIRTH,1,cdc_seed,,,1
RCSBRACE,2012,,RCSBRACE,1,cdc_seed,,,1
RCSGENDR,2012,,RCSGENDR,1,cdc_seed,,,1
RCSRACE,2012,,RCSRACE,1,cdc_seed,,,1
RCSRLTN2,2012,,RCSRLTN2,1,cdc_seed,,,1
RCVFVCH4,2012,,RCVFVCH4,1,cdc_seed,,,1
RENTHOM1,2012,,RENTHOM1,1,cdc_seed,,,1
REPDEPTH,2012,,REPDEPTH,1,cdc_seed,,,1
REPNUM,2012,,REPNUM,1,cdc_seed,,,1
RMVTETH3,2012,,RMVTETH3,1,cdc_seed,,,1
RRATWRK2,2012,,RRATWRK2,1,cdc_seed,,,1
RRCLASS2,2012,,RRCLASS2,1,cdc_seed,,,1
RRCOGNT2,2012,,RRCOGNT2,1,cdc_seed,,,1
RREMTSM2,2012,,RREMTSM2,1,cdc_seed,,,1
RRHCARE3,2012,,RRHCARE3,1,cdc_seed,,,1
RRPHYSM2,2012,,RRPHYSM2,1,cdc_seed,,,1
RSPSTATE,2012,,RSPSTATE,1,cdc_seed,,,1
SCNTLPAD,2012,,SCNTLPAD,1,cdc_seed,,,1
SCNTLWK1,2012,,SCNTLWK1,1,cdc_seed,,,1
SCNTMEAL,2012,,SCNTMEAL,1,cdc_seed,,,1
SCNTMONY,2012,,SCNTMONY,1,cdc_seed,,,1
SCNTPAID,2012,,SCNTPAID,1,cdc_seed,,,1
SCNTWRK1,2012,,SCNTWRK1,1,cdc_seed,,,1
SEATBELT,2012,,SEATBELT,1,cdc_seed,,,1
SEX,2012,,SEX,1,cdc_seed,,,1
SLEPDAY,2012,,SLEPDAY,1,cdc_seed,,,1
SLEPDRIV,2012,,SLEPDRIV,1,cdc_seed,,,1
SLEPSNOR,2012,,SLEPSNOR,1,cdc_seed,,,1
SLEPTIME,2012,,SLEPTIME,1,cdc_seed,,,1
SMOKDAY2,2012,,SMOKDAY2,1,cdc_seed,,,1
SMOKE100,2012,,SMOKE100,1,cdc_seed,,,1
SSBCALRI,2012,,SSBCALRI,1,cdc_seed,,,1
SSBFRUT1,2012,,SSBFRUT1,1,cdc_seed,,,1
SSBSUGR1,2012,,SSBSUGR1,1,cdc_seed,,,1
STOPSMK2,2012,,STOPSMK2,1,cdc_seed,,,1
TNSARCNT,2012,,TNSARCNT,1,cdc_seed,,,1
TNSARCV,2012,,TNSARCV,1,cdc_seed,,,1
TNSASHT1,2012,,TNSASHT1,1,cdc_seed,,,1
USEEQUIP,2012,,USEEQUIP,1,cdc_seed,,,1
USENOW3,2012,,USENOW3,1,cdc_seed,,,1
VEGETAB1,2012,,VEGETAB1,1,cdc_seed,,,1
VETERAN3,2012,,VETERAN3,1,cdc_seed,,,1
VHCOMBAT,2012,,VHCOMBAT,1,cdc_seed,,,1
VHCOUNSL,2012,,VHCOUNSL,1,cdc_seed,,,1
VHDRTBI,2012,,VHDRTBI,1,cdc_seed,,,1
VHSUICID,2012,,VHSUICID,1,cdc_seed,,,1
VICTRCT4,2012,,VICTRCT4,1,cdc_seed,,,1
VIDFCLT2,2012,,VIDFCLT2,1,cdc_seed,,,1
VIEYEXM2,2012,,VIEYEXM2,1,cdc_seed,,,1
VIGLUMA2,2012,,VIGLUMA2,1,cdc_seed,,,1
VIINSUR2,2012,,VIINSUR2,1,cdc_seed,,,1
VIMACDG2,2012,,VIMACDG2,1,cdc_seed,,,1
VINOCRE2,2012,,VINOCRE2,1,cdc_seed,,,1
VIPRFVS2,2012,,VIPRFVS2,1,cdc_seed,,,1
VIREDIF2,2012,,VIREDIF2,1,cdc_seed,,,1
WEIGHT2,2012,,WEIGHT2,1,cdc_seed,,,1
WHRTST8,2012,,WHRTST8,1,cdc_seed,,,1
WRKHCF1,2012,,WRKHCF1,1,cdc_seed,,,1
WTKG3,2012,,WTKG3,1,cdc_seed,,,1
_AGE65YR,2012,,_AGE65YR,1,cdc_seed,,,1
_AGEG5YR,2012,,_AGEG5YR,1,cdc_seed,,,1
_AGE_G,2012,,_AGE_G,1,cdc_seed,,,1
_AIDTST3,2012,,_AIDTST3,1,cdc_seed,,,1
_ALTETH2,2012,,_ALTETH2,1,cdc_seed,,,1
_ASTHMS1,2012,,_ASTHMS1,1,cdc_seed,,,1
_BMI5,2012,,_BMI5,1,cdc_seed,,,1
_BMI5CAT,2012,,_BMI5CAT,1,cdc_seed,,,1
_CASTHM1,2012,,_CASTHM1,1,cdc_seed,,,1
_CHLDCNT,2012,,_CHLDCNT,1,cdc_seed,,,1
_CLCPM01,2012,,_CLCPM01,1,cdc_seed,,,1
_CLCPM02,2012,,_CLCPM02,1,cdc_seed,,,1
_CLCPM03,2012,,_CLCPM03,1,cdc_seed,,,1
_CLCPM04,2012,,_CLCPM04,1,cdc_seed,,,1
_CLCPM05,2012,,_CLCPM05,1,cdc_seed,,,1
_CLLCPWT,2012,,_CLLCPWT,1,cdc_seed,,,1
_CNRACE,2012,,_CNRACE,1,cdc_seed,,,1
_CNRACEC,2012,,_CNRACEC,1,cdc_seed,,,1
_CRACE,2012,,_CRACE,1,cdc_seed,,,1
_DENSTR2,2012,,_DENSTR2,1,cdc_seed,,,1
_DENVST2,2012,,_DENVST2,1,cdc_seed,,,1
_DRDXAR1,2012,,_DRDXAR1,1,cdc_seed,,,1
_DRNKDY4,2012,,_DRNKDY4,1,cdc_seed,,,1
_DRNKMO4,2012,,_DRNKMO4,1,cdc_seed,,,1
_DUALCOR,2012,,_DUALCOR,1,cdc_seed,,,1
_DUALUSE,2012,,_DUALUSE,1,cdc_seed,,,1
_EDUCAG,2012,,_EDUCAG,1,cdc_seed,,,1
_EXTETH2,2012,,_EXTETH2,1,cdc_seed,,,1
_FLSHOT5,2012,,_FLSHOT5,1,cdc_seed,,,1
_GEOSTR,2012,,_GEOSTR,1,cdc_seed,,,1
_HCVU651,2012,,_HCVU651,1,cdc_seed,,,1
_IMPAGE,2012,,_IMPAGE,1,cdc_seed,,,1
_IMPNPH,2012,,_IMPNPH,1,cdc_seed,,,1
_IMPRACE,2012,,_IMPRACE,1,cdc_seed,,,1
_INCOMG,2012,,_INCOMG,1,cdc_seed,,,1
_LLCPM01,2012,,_LLCPM01,1,cdc_seed,,,1
_LLCPM03,2012,,_LLCPM03,1,cdc_seed,,,1
_LLCPM04,2012,,_LLCPM04,1,cdc_seed,,,1
_LLCPM05,2012,,_LLCPM05,1,cdc_seed,,,1
_LLCPM06,2012,,_LLCPM06,1,cdc_seed,,,1
_LLCPM07,2012,,_LLCPM07,1,cdc_seed,,,1
_LLCPM08,2012,,_LLCPM08,1,cdc_seed,,,1
_LLCPM10,2012,,_LLCPM10,1,cdc_seed,,,1
_LLCPM11,2012,,_LLCPM11,1,cdc_seed,,,1
_LLCPM12,2012,,_LLCPM12,1,cdc_seed,,,1
_LLCPWT,2012,,_LLCPWT,1,cdc_seed,,,1
_LTASTH1,2012,,_LTASTH1,1,cdc_seed,,,1
_MAM502Y,2012,,_MAM502Y,1,cdc_seed,,,1
_MRACE,2012,,_MRACE,1,cdc_seed,,,1
_PNEUMO2,2012,,_PNEUMO2,1,cdc_seed,,,1
_PRACE,2012,,_PRACE,1,cdc_seed,,,1
_PSU,2012,,_PSU,1,cdc_seed,,,1
_RACEG2,2012,,_RACEG2,1,cdc_seed,,,1
_RACEGR2,2012,,_RACEGR2,1,cdc_seed,,,1
_RACE_G,2012,,_RACE_G,1,cdc_seed,,,1
_RAW,2012,,_RAW,1,cdc_seed,,,1
_RAWCH,2012,,_RAWCH,1,cdc_seed,,,1
_RAWRAKE,2012,,_RAWRAKE,1,cdc_seed,,,1
_REGION,2012,,_REGION,1,cdc_seed,,,1
_RFBING5,2012,,_RFBING5,1,cdc_seed,,,1
_RFBLDS2,2012,,_RFBLDS2,1,cdc_seed,,,1
_RFBMI5,2012,,_RFBMI5,1,cdc_seed,,,1
_RFDRHV4,2012,,_RFDRHV4,1,cdc_seed,,,1
_RFDRMN4,2012,,_RFDRMN4,1,cdc_seed,,,1
_RFDRWM4,2012,,_RFDRWM4,1,cdc_seed,,,1
_RFHLTH,2012,,_RFHLTH,1,cdc_seed,,,1
_RFMAM2Y,2012,,_RFMAM2Y,1,cdc_seed,,,1
_RFPAP32,2012,,_RFPAP32,1,cdc_seed,,,1
_RFPSA21,2012,,_RFPSA21,1,cdc_seed,,,1
_RFSEAT2,2012,,_RFSEAT2,1,cdc_seed,,,1
_RFSEAT3,2012,,_RFSEAT3,1,cdc_seed,,,1
_RFSIGM2,2012,,_RFSIGM2,1,cdc_seed,,,1
_RFSMOK3,2012,,_RFSMOK3,1,cdc_seed,,,1
_SMOKER3,2012,,_SMOKER3,1,cdc_seed,,,1
_STATE,2012,,_STATE,1,cdc_seed,,,1
_STRWT,2012,,_STRWT,1,cdc_seed,,,1
_STSTR,2012,,_STSTR,1,cdc_seed,,,1
_TOTINDA,2012,,_TOTINDA,1,cdc_seed,,,1
_WT2,2012,,_WT2,1,cdc_seed,,,1
_WT2CH,2012,,_WT2CH,1,cdc_seed,,,1
_WT2RAKE,2012,,_WT2RAKE,1,cdc_seed,,,1
ACTIN11_,2013,,ACTIN11_,1,cdc_seed,,,1
ACTIN21_,2013,,ACTIN21_,1,cdc_seed,,,1
ADDEPEV2,2013,,ADDEPEV2,1,cdc_seed,,,1
ALCDAY5,2013,,ALCDAY5,1,cdc_seed,,,1
ARTHDIS2,2013,,ARTHDIS2,1,cdc_seed,,,1
ARTHEDU,2013,,ARTHEDU,1,cdc_seed,,,1
ARTHEXER,2013,,ARTHEXER,1,cdc_seed,,,1
ARTHSOCL,2013,,ARTHSOCL,1,cdc_seed,,,1
ARTHWGT,2013,,ARTHWGT,1,cdc_seed,,,1
ARTTODAY,2013,,ARTTODAY,1,cdc_seed,,,1
ASACTLIM,2013,,ASACTLIM,1,cdc_seed,,,1
ASATTACK,2013,,ASATTACK,1,cdc_seed,,,1
ASDRVIST,2013,,ASDRVIST,1,cdc_seed,,,1
ASERVIST,2013,,ASERVIST,1,cdc_seed,,,1
ASINHALR,2013,,ASINHALR,1,cdc_seed,,,1
ASNOSLEP,2013,,ASNOSLEP,1,cdc_seed,,,1
ASPUNSAF,2013,,ASPUNSAF,1,cdc_seed,,,1
ASRCHKUP,2013,,ASRCHKUP,1,cdc_seed,,,1
ASTHMA3,2013,,ASTHMA3,1,cdc_seed,,,1
ASTHMAGE,2013,,ASTHMAGE,1,cdc_seed,,,1
ASTHMED3,2013,,ASTHMED3,1,cdc_seed,,,1
ASTHNOW,2013,,ASTHNOW,1,cdc_seed,,,1
ASYMPTOM,2013,,ASYMPTOM,1,cdc_seed,,,1
AVEDRNK2,2013,,AVEDRNK2,1,cdc_seed,,,1
BEANDAY_,2013,,BEANDAY_,1,cdc_seed,,,1
BLDSTOOL,2013,,BLDSTOOL,1,cdc_seed,,,1
BLDSUGAR,2013,,BLDSUGAR,1,cdc_seed,,,1
BLIND,2013,,BLIND,1,cdc_seed,,,1
BLOODCHO,2013,,BLOODCHO,1,cdc_seed,,,1
BPHIGH4,2013,,BPHIGH4,1,cdc_seed,,,1
BPMEDS,2013,,BPMEDS,1,cdc_seed,,,1
CADULT,2013,,CADULT,1,cdc_seed,,,1
CARERCVD,2013,,CARERCVD,1,cdc_seed,,,1
CASTHDX2,2013,,CASTHDX2,1,cdc_seed,,,1
CASTHNO2,2013,,CASTHNO2,1,cdc_seed,,,1
CCLGHOUS,2013,,CCLGHOUS,1,cdc_seed,,,1
CELLFON2,2013,,CELLFON2,1,cdc_seed,,,1
CELLFON3,2013,,CELLFON3,1,cdc_seed,,,1
CHCCOPD1,2013,,CHCCOPD1,1,cdc_seed,,,1
CHCKIDNY,2013,,CHCKIDNY,1,cdc_seed,,,1
CHCOCNCR,2013,,CHCOCNCR,1,cdc_seed,,,1
CHCSCNCR,2013,,CHCSCNCR,1,cdc_seed,,,1
CHECKUP1,2013,,CHECKUP1,1,cdc_seed,,,1
CHILDREN,2013,,CHILDREN,1,cdc_seed,,,1
CHKHEMO3,2013,,CHKHEMO3,1,cdc_seed,,,1
CHOLCHK,2013,,CHOLCHK,1,cdc_seed,,,1
COLGHOUS,2013,,COLGHOUS,1,cdc_seed,,,1
CPDEMO1,2013,,CPDEMO1,1,cdc_seed,,,1
CPDEMO4,2013,,CPDEMO4,1,cdc_seed,,,1
CSTATE,2013,,CSTATE,1,cdc_seed,,,1
CTELENUM,2013,,CTELENUM,1,cdc_seed,,,1
CTELNUM1,2013,,CTELNUM1,1,cdc_seed,,,1
CVDASPRN,2013,,CVDASPRN,1,cdc_seed,,,1
CVDCRHD4,2013,,CVDCRHD4,1,cdc_seed,,,1
CVDINFR4,2013,,CVDINFR4,1,cdc_seed,,,1
CVDSTRK3,2013,,CVDSTRK3,1,cdc_seed,,,1
DECIDE,2013,,DECIDE,1,cdc_seed,,,1
DELAYMED,2013,,DELAYMED,1,cdc_seed,,,1
DIABAGE2,2013,,DIABAGE2,1,cdc_seed,,,1
DIABEDU,2013,,DIABEDU,1,cdc_seed,,,1
DIABETE3,2013,,DIABETE3,1,cdc_seed,,,1
DIABEYE,2013,,DIABEYE,1,cdc_seed,,,1
DIFFALON,2013,,DIFFALON,1,cdc_seed,,,1
DIFFDRES,2013,,DIFFDRES,1,cdc_seed,,,1
DIFFWALK,2013,,DIFFWALK,1,cdc_seed,,,1
DISPCODE,2013,,DISPCODE,1,cdc_seed,,,1
DLYOTHER,2013,,DLYOTHER,1,cdc_seed,,,1
DOCTDIAB,2013,,DOCTDIAB,1,cdc_seed,,,1
DRADVISE,2013,,DRADVISE,1,cdc_seed,,,1
DRNK3GE5,2013,,DRNK3GE5,1,cdc_seed,,,1
DRNKANY5,2013,,DRNKANY5,1,cdc_seed,,,1
DROCDY3_,2013,,DROCDY3_,1,cdc_seed,,,1
DRVISITS,2013,,DRVISITS,1,cdc_seed,,,1
EDUCA,2013,,EDUCA,1,cdc_seed,,,1
EMPLOY1,2013,,EMPLOY1,1,cdc_seed,,,1
EMTSUPRT,2013,,EMTSUPRT,1,cdc_seed,,,1
EXERANY2,2013,,EXERANY2,1,cdc_seed,,,1
EXERHMM1,2013,,EXERHMM1,1,cdc_seed,,,1
EXERHMM2,2013,,EXERHMM2,1,cdc_seed,,,1
EXEROFT1,2013,,EXEROFT1,1,cdc_seed,,,1
